dataset_train/tracks/0.wav,dataset_train/masks/0.npy
dataset_train/tracks/1.wav,dataset_train/masks/1.npy
dataset_train/tracks/10.wav,dataset_train/masks/10.npy
dataset_train/tracks/100.wav,dataset_train/masks/100.npy
dataset_train/tracks/1000.wav,dataset_train/masks/1000.npy
dataset_train/tracks/10000.wav,dataset_train/masks/10000.npy
dataset_train/tracks/10001.wav,dataset_train/masks/10001.npy
dataset_train/tracks/10002.wav,dataset_train/masks/10002.npy
dataset_train/tracks/10003.wav,dataset_train/masks/10003.npy
dataset_train/tracks/10004.wav,dataset_train/masks/10004.npy
dataset_train/tracks/10005.wav,dataset_train/masks/10005.npy
dataset_train/tracks/10006.wav,dataset_train/masks/10006.npy
dataset_train/tracks/10007.wav,dataset_train/masks/10007.npy
dataset_train/tracks/10008.wav,dataset_train/masks/10008.npy
dataset_train/tracks/10009.wav,dataset_train/masks/10009.npy
dataset_train/tracks/1001.wav,dataset_train/masks/1001.npy
dataset_train/tracks/10010.wav,dataset_train/masks/10010.npy
dataset_train/tracks/10011.wav,dataset_train/masks/10011.npy
dataset_train/tracks/10012.wav,dataset_train/masks/10012.npy
dataset_train/tracks/10013.wav,dataset_train/masks/10013.npy
dataset_train/tracks/10014.wav,dataset_train/masks/10014.npy
dataset_train/tracks/10015.wav,dataset_train/masks/10015.npy
dataset_train/tracks/10016.wav,dataset_train/masks/10016.npy
dataset_train/tracks/10017.wav,dataset_train/masks/10017.npy
dataset_train/tracks/10018.wav,dataset_train/masks/10018.npy
dataset_train/tracks/10019.wav,dataset_train/masks/10019.npy
dataset_train/tracks/1002.wav,dataset_train/masks/1002.npy
dataset_train/tracks/10020.wav,dataset_train/masks/10020.npy
dataset_train/tracks/10021.wav,dataset_train/masks/10021.npy
dataset_train/tracks/10022.wav,dataset_train/masks/10022.npy
dataset_train/tracks/10023.wav,dataset_train/masks/10023.npy
dataset_train/tracks/10024.wav,dataset_train/masks/10024.npy
dataset_train/tracks/10025.wav,dataset_train/masks/10025.npy
dataset_train/tracks/10026.wav,dataset_train/masks/10026.npy
dataset_train/tracks/10027.wav,dataset_train/masks/10027.npy
dataset_train/tracks/10028.wav,dataset_train/masks/10028.npy
dataset_train/tracks/10029.wav,dataset_train/masks/10029.npy
